1.0	1.01913875598	893.002833971	893.002833971	2
2.29182879377	2.74319066148	2444.67212646	3099.88210078	3
4.01829268293	4.37195121951	4044.4587189	5971.25859085	4
5.44247787611	5.95575221239	8011.54809381	13296.2624522	5
7.2	7.33333333333	7163.301732	14091.6279627	6
8.58	8.32	12546.241746	24330.816108	7
10.5	10.0652173913	16541.1208152	34767.3794848	8
12.2121212121	11.3636363636	19984.2029758	40602.0075303	9
14.8260869565	8.69565217391	26353.3194087	68905.5149652	10
16.4444444444	11.8333333333	26820.0959833	59406.0752556	11
20.875	14.5	37096.239075	93656.6404	12
20.3529411765	16.8235294118	33009.1244118	103507.499029	13
18.6666666667	18.8	51501.5421267	159996.220147	14
26.8333333333	19.0	18432.8891833	59783.7343333	15
26.625	23.375	37654.472575	171696.5715	16
35.125	26.25	86953.5050125	229680.71615	17
34.0	30.25	63202.11515	150728.47615	18
29.8888888889	20.4444444444	40882.5314556	157631.356078	19
40.0	32.0	45058.7205	199134.6151	20
46.25	35.75	54707.974425	252589.986375	22
43.0	38.0	68891.28555	331246.534475	23
48.5	34.5	51313.85685	236251.77455	24
42.0	57.5	96046.06065	310387.3335	25
46.6666666667	31.3333333333	42230.8474333	273062.332067	26
86.0	37.0	62118.4789	218774.3389	27
67.0	113.0	167537.7414	610079.7324	28
73.0	30.5	362661.15045	850583.2977	30
70.5	53.0	64806.3369	345584.2542	31
36.0	20.0	31165.4936	123768.2934	32
49.0	57.3333333333	120146.409033	1006428.03213	33
98.0	68.0	220822.5446	1336324.3476	34
169.0	16.0	93876.6146	209275.6551	37
108.0	16.0	50475.3841	268008.5319	38
89.0	33.0	149675.0907	1101637.9278	43
53.0	56.0	59334.0896	698585.3321	44
88.0	46.0	90486.4783	409966.9165	45
141.0	121.0	39589.727	305014.4406	46
207.0	27.0	19019.3982	126582.32	51
121.0	55.0	180030.6287	4452240.8776	60
98.0	69.0	93340.1646	1371941.4124	61
91.0	114.0	231434.7174	1718491.7006	65
173.0	108.0	115453.3427	3092792.6099	73
176.0	88.0	241248.2586	4798345.598	87
649.0	93.0	161457.3422	2754241.1324	97
